cod_ccaa;comunidad autonoma;cod_prov;provincia;tipo;anio;valor
4; Balears, Illes;7; Balears, Illes;Vivienda libre;2021;13.913
4; Balears, Illes;7; Balears, Illes;Vivienda protegida;2021;255
4; Balears, Illes;;;Vivienda nueva;2022;3.104
4; Balears, Illes;;;Vivienda usada;2022;14.709
4; Balears, Illes;;;Vivienda libre;2022;17.505
4; Balears, Illes;;;Vivienda protegida;2022;308
4; Balears, Illes;7; Balears, Illes;Vivienda nueva;2022;3.104
4; Balears, Illes;7; Balears, Illes;Vivienda usada;2022;14.709
4; Balears, Illes;7; Balears, Illes;Vivienda libre;2022;17.505
4; Balears, Illes;7; Balears, Illes;Vivienda protegida;2022;308
4; Balears, Illes;;;Vivienda nueva;2023;2.914
4; Balears, Illes;;;Vivienda usada;2023;11.267
4; Balears, Illes;;;Vivienda libre;2023;13.880
4; Balears, Illes;;;Vivienda protegida;2023;301
4; Balears, Illes;7; Balears, Illes;Vivienda nueva;2023;2.914
4; Balears, Illes;7; Balears, Illes;Vivienda usada;2023;11.267
4; Balears, Illes;7; Balears, Illes;Vivienda libre;2023;13.880
4; Balears, Illes;7; Balears, Illes;Vivienda protegida;2023;301
4; Balears, Illes;;;Vivienda nueva;2024;2.682
4; Balears, Illes;;;Vivienda usada;2024;11.142
4; Balears, Illes;;;Vivienda libre;2024;13.596
4; Balears, Illes;;;Vivienda protegida;2024;228
4; Balears, Illes;7; Balears, Illes;Vivienda nueva;2024;2.682
4; Balears, Illes;7; Balears, Illes;Vivienda usada;2024;11.142
4; Balears, Illes;7; Balears, Illes;Vivienda libre;2024;13.596
4; Balears, Illes;7; Balears, Illes;Vivienda protegida;2024;228
5; Canarias;;;Vivienda nueva;2007;16.118
5; Canarias;;;Vivienda usada;2007;15.985
5; Canarias;;;Vivienda libre;2007;29.829
5; Canarias;;;Vivienda protegida;2007;2.274
5; Canarias;35; Palmas, Las;Vivienda nueva;2007;6.721
5; Canarias;35; Palmas, Las;Vivienda usada;2007;6.420
5; Canarias;35; Palmas, Las;Vivienda libre;2007;12.428
5; Canarias;35; Palmas, Las;Vivienda protegida;2007;713
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2007;9.397
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2007;9.565
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2007;17.401
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2007;1.561
5; Canarias;;;Vivienda nueva;2008;14.520
5; Canarias;;;Vivienda usada;2008;10.806
5; Canarias;;;Vivienda libre;2008;23.656
5; Canarias;;;Vivienda protegida;2008;1.670
5; Canarias;35; Palmas, Las;Vivienda nueva;2008;7.401
5; Canarias;35; Palmas, Las;Vivienda usada;2008;6.040
5; Canarias;35; Palmas, Las;Vivienda libre;2008;12.637
5; Canarias;35; Palmas, Las;Vivienda protegida;2008;804
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2008;7.119
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2008;4.766
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2008;11.019
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2008;866
5; Canarias;;;Vivienda nueva;2009;10.295
5; Canarias;;;Vivienda usada;2009;8.057
5; Canarias;;;Vivienda libre;2009;16.625
5; Canarias;;;Vivienda protegida;2009;1.727
5; Canarias;35; Palmas, Las;Vivienda nueva;2009;5.257
5; Canarias;35; Palmas, Las;Vivienda usada;2009;4.943
5; Canarias;35; Palmas, Las;Vivienda libre;2009;9.086
5; Canarias;35; Palmas, Las;Vivienda protegida;2009;1.114
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2009;5.038
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2009;3.114
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2009;7.539
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2009;613
5; Canarias;;;Vivienda nueva;2010;9.851
5; Canarias;;;Vivienda usada;2010;7.263
5; Canarias;;;Vivienda libre;2010;15.443
5; Canarias;;;Vivienda protegida;2010;1.671
5; Canarias;35; Palmas, Las;Vivienda nueva;2010;4.913
5; Canarias;35; Palmas, Las;Vivienda usada;2010;3.923
5; Canarias;35; Palmas, Las;Vivienda libre;2010;7.954
5; Canarias;35; Palmas, Las;Vivienda protegida;2010;882
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2010;4.938
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2010;3.340
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2010;7.489
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2010;789
5; Canarias;;;Vivienda nueva;2011;8.818
5; Canarias;;;Vivienda usada;2011;6.702
5; Canarias;;;Vivienda libre;2011;13.852
5; Canarias;;;Vivienda protegida;2011;1.668
5; Canarias;35; Palmas, Las;Vivienda nueva;2011;4.713
5; Canarias;35; Palmas, Las;Vivienda usada;2011;3.505
5; Canarias;35; Palmas, Las;Vivienda libre;2011;7.230
5; Canarias;35; Palmas, Las;Vivienda protegida;2011;988
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2011;4.105
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2011;3.197
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2011;6.622
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2011;680
5; Canarias;;;Vivienda nueva;2012;8.017
5; Canarias;;;Vivienda usada;2012;6.283
5; Canarias;;;Vivienda libre;2012;13.269
5; Canarias;;;Vivienda protegida;2012;1.031
5; Canarias;35; Palmas, Las;Vivienda nueva;2012;4.185
5; Canarias;35; Palmas, Las;Vivienda usada;2012;3.239
5; Canarias;35; Palmas, Las;Vivienda libre;2012;6.904
5; Canarias;35; Palmas, Las;Vivienda protegida;2012;520
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2012;3.832
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2012;3.044
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2012;6.365
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2012;511
5; Canarias;;;Vivienda nueva;2013;8.412
5; Canarias;;;Vivienda usada;2013;7.106
5; Canarias;;;Vivienda libre;2013;14.740
5; Canarias;;;Vivienda protegida;2013;778
5; Canarias;35; Palmas, Las;Vivienda nueva;2013;4.633
5; Canarias;35; Palmas, Las;Vivienda usada;2013;3.643
5; Canarias;35; Palmas, Las;Vivienda libre;2013;7.825
5; Canarias;35; Palmas, Las;Vivienda protegida;2013;451
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2013;3.779
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2013;3.463
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2013;6.915
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2013;327
5; Canarias;;;Vivienda nueva;2014;7.230
5; Canarias;;;Vivienda usada;2014;9.912
5; Canarias;;;Vivienda libre;2014;16.465
5; Canarias;;;Vivienda protegida;2014;677
5; Canarias;35; Palmas, Las;Vivienda nueva;2014;3.699
5; Canarias;35; Palmas, Las;Vivienda usada;2014;5.228
5; Canarias;35; Palmas, Las;Vivienda libre;2014;8.517
5; Canarias;35; Palmas, Las;Vivienda protegida;2014;410
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2014;3.531
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2014;4.684
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2014;7.948
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2014;267
5; Canarias;;;Vivienda nueva;2015;4.298
5; Canarias;;;Vivienda usada;2015;14.156
5; Canarias;;;Vivienda libre;2015;17.804
5; Canarias;;;Vivienda protegida;2015;650
5; Canarias;35; Palmas, Las;Vivienda nueva;2015;2.292
5; Canarias;35; Palmas, Las;Vivienda usada;2015;8.046
5; Canarias;35; Palmas, Las;Vivienda libre;2015;9.952
5; Canarias;35; Palmas, Las;Vivienda protegida;2015;386
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2015;2.006
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2015;6.110
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2015;7.852
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2015;264
5; Canarias;;;Vivienda nueva;2016;4.430
5; Canarias;;;Vivienda usada;2016;16.272
5; Canarias;;;Vivienda libre;2016;19.636
5; Canarias;;;Vivienda protegida;2016;1.066
5; Canarias;35; Palmas, Las;Vivienda nueva;2016;2.490
5; Canarias;35; Palmas, Las;Vivienda usada;2016;8.765
5; Canarias;35; Palmas, Las;Vivienda libre;2016;10.545
5; Canarias;35; Palmas, Las;Vivienda protegida;2016;710
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2016;1.940
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2016;7.507
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2016;9.091
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2016;356
5; Canarias;;;Vivienda nueva;2017;4.736
5; Canarias;;;Vivienda usada;2017;18.338
5; Canarias;;;Vivienda libre;2017;22.015
5; Canarias;;;Vivienda protegida;2017;1.059
5; Canarias;35; Palmas, Las;Vivienda nueva;2017;2.481
5; Canarias;35; Palmas, Las;Vivienda usada;2017;9.280
5; Canarias;35; Palmas, Las;Vivienda libre;2017;11.176
5; Canarias;35; Palmas, Las;Vivienda protegida;2017;585
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2017;2.255
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2017;9.058
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2017;10.839
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2017;474
5; Canarias;;;Vivienda nueva;2018;5.252
5; Canarias;;;Vivienda usada;2018;18.972
5; Canarias;;;Vivienda libre;2018;23.120
5; Canarias;;;Vivienda protegida;2018;1.104
5; Canarias;35; Palmas, Las;Vivienda nueva;2018;2.517
5; Canarias;35; Palmas, Las;Vivienda usada;2018;9.949
5; Canarias;35; Palmas, Las;Vivienda libre;2018;11.895
5; Canarias;35; Palmas, Las;Vivienda protegida;2018;571
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2018;2.735
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2018;9.023
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2018;11.225
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2018;533
5; Canarias;;;Vivienda nueva;2019;4.510
5; Canarias;;;Vivienda usada;2019;16.806
5; Canarias;;;Vivienda libre;2019;20.006
5; Canarias;;;Vivienda protegida;2019;1.310
5; Canarias;35; Palmas, Las;Vivienda nueva;2019;2.406
5; Canarias;35; Palmas, Las;Vivienda usada;2019;8.681
5; Canarias;35; Palmas, Las;Vivienda libre;2019;10.628
5; Canarias;35; Palmas, Las;Vivienda protegida;2019;459
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2019;2.104
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2019;8.125
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2019;9.378
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2019;851
5; Canarias;;;Vivienda nueva;2020;3.423
5; Canarias;;;Vivienda usada;2020;13.516
5; Canarias;;;Vivienda libre;2020;16.271
5; Canarias;;;Vivienda protegida;2020;668
5; Canarias;35; Palmas, Las;Vivienda nueva;2020;1.856
5; Canarias;35; Palmas, Las;Vivienda usada;2020;6.781
5; Canarias;35; Palmas, Las;Vivienda libre;2020;8.315
5; Canarias;35; Palmas, Las;Vivienda protegida;2020;322
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2020;1.567
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2020;6.735
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2020;7.956
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2020;346
5; Canarias;;;Vivienda nueva;2021;4.804
5; Canarias;;;Vivienda usada;2021;15.997
5; Canarias;;;Vivienda libre;2021;19.832
5; Canarias;;;Vivienda protegida;2021;969
5; Canarias;35; Palmas, Las;Vivienda nueva;2021;2.745
5; Canarias;35; Palmas, Las;Vivienda usada;2021;8.169
5; Canarias;35; Palmas, Las;Vivienda libre;2021;10.492
5; Canarias;35; Palmas, Las;Vivienda protegida;2021;422
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2021;2.059
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2021;7.828
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2021;9.340
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2021;547
5; Canarias;;;Vivienda nueva;2022;5.294
5; Canarias;;;Vivienda usada;2022;22.682
5; Canarias;;;Vivienda libre;2022;26.935
5; Canarias;;;Vivienda protegida;2022;1.041
5; Canarias;35; Palmas, Las;Vivienda nueva;2022;2.928
5; Canarias;35; Palmas, Las;Vivienda usada;2022;11.455
5; Canarias;35; Palmas, Las;Vivienda libre;2022;13.944
5; Canarias;35; Palmas, Las;Vivienda protegida;2022;439
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2022;2.366
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2022;11.227
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2022;12.991
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2022;602
5; Canarias;;;Vivienda nueva;2023;5.528
5; Canarias;;;Vivienda usada;2023;18.232
5; Canarias;;;Vivienda libre;2023;22.773
5; Canarias;;;Vivienda protegida;2023;987
5; Canarias;35; Palmas, Las;Vivienda nueva;2023;3.125
5; Canarias;35; Palmas, Las;Vivienda usada;2023;9.347
5; Canarias;35; Palmas, Las;Vivienda libre;2023;11.981
5; Canarias;35; Palmas, Las;Vivienda protegida;2023;491
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2023;2.403
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2023;8.885
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2023;10.792
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2023;496
5; Canarias;;;Vivienda nueva;2024;6.712
5; Canarias;;;Vivienda usada;2024;18.064
5; Canarias;;;Vivienda libre;2024;23.982
5; Canarias;;;Vivienda protegida;2024;794
5; Canarias;35; Palmas, Las;Vivienda nueva;2024;3.412
5; Canarias;35; Palmas, Las;Vivienda usada;2024;9.985
5; Canarias;35; Palmas, Las;Vivienda libre;2024;13.008
5; Canarias;35; Palmas, Las;Vivienda protegida;2024;389
5; Canarias;38; Santa Cruz de Tenerife;Vivienda nueva;2024;3.300
5; Canarias;38; Santa Cruz de Tenerife;Vivienda usada;2024;8.079
5; Canarias;38; Santa Cruz de Tenerife;Vivienda libre;2024;10.974
5; Canarias;38; Santa Cruz de Tenerife;Vivienda protegida;2024;405
6; Cantabria;;;Vivienda nueva;2007;5.512
6; Cantabria;;;Vivienda usada;2007;6.269
6; Cantabria;;;Vivienda libre;2007;10.585
6; Cantabria;;;Vivienda protegida;2007;1.196
6; Cantabria;39; Cantabria;Vivienda nueva;2007;5.512
6; Cantabria;39; Cantabria;Vivienda usada;2007;6.269
6; Cantabria;39; Cantabria;Vivienda libre;2007;10.585
6; Cantabria;39; Cantabria;Vivienda protegida;2007;1.196
6; Cantabria;;;Vivienda nueva;2008;5.034
6; Cantabria;;;Vivienda usada;2008;4.032
6; Cantabria;;;Vivienda libre;2008;8.197
6; Cantabria;;;Vivienda protegida;2008;869
6; Cantabria;39; Cantabria;Vivienda nueva;2008;5.034
6; Cantabria;39; Cantabria;Vivienda usada;2008;4.032
6; Cantabria;39; Cantabria;Vivienda libre;2008;8.197
6; Cantabria;39; Cantabria;Vivienda protegida;2008;869
6; Cantabria;;;Vivienda nueva;2009;4.746
6; Cantabria;;;Vivienda usada;2009;3.209
6; Cantabria;;;Vivienda libre;2009;6.604
6; Cantabria;;;Vivienda protegida;2009;1.351
6; Cantabria;39; Cantabria;Vivienda nueva;2009;4.746
6; Cantabria;39; Cantabria;Vivienda usada;2009;3.209
6; Cantabria;39; Cantabria;Vivienda libre;2009;6.604
6; Cantabria;39; Cantabria;Vivienda protegida;2009;1.351
6; Cantabria;;;Vivienda nueva;2010;4.585
6; Cantabria;;;Vivienda usada;2010;3.539
6; Cantabria;;;Vivienda libre;2010;6.828
6; Cantabria;;;Vivienda protegida;2010;1.296
6; Cantabria;39; Cantabria;Vivienda nueva;2010;4.585
6; Cantabria;39; Cantabria;Vivienda usada;2010;3.539
6; Cantabria;39; Cantabria;Vivienda libre;2010;6.828
6; Cantabria;39; Cantabria;Vivienda protegida;2010;1.296
6; Cantabria;;;Vivienda nueva;2011;3.762
6; Cantabria;;;Vivienda usada;2011;2.680
6; Cantabria;;;Vivienda libre;2011;5.116
6; Cantabria;;;Vivienda protegida;2011;1.326
6; Cantabria;39; Cantabria;Vivienda nueva;2011;3.762
6; Cantabria;39; Cantabria;Vivienda usada;2011;2.680
6; Cantabria;39; Cantabria;Vivienda libre;2011;5.116
6; Cantabria;39; Cantabria;Vivienda protegida;2011;1.326
6; Cantabria;;;Vivienda nueva;2012;2.553
6; Cantabria;;;Vivienda usada;2012;1.997
6; Cantabria;;;Vivienda libre;2012;3.850
6; Cantabria;;;Vivienda protegida;2012;700
6; Cantabria;39; Cantabria;Vivienda nueva;2012;2.553
6; Cantabria;39; Cantabria;Vivienda usada;2012;1.997
6; Cantabria;39; Cantabria;Vivienda libre;2012;3.850
6; Cantabria;39; Cantabria;Vivienda protegida;2012;700
6; Cantabria;;;Vivienda nueva;2013;1.905
6; Cantabria;;;Vivienda usada;2013;1.962
6; Cantabria;;;Vivienda libre;2013;3.419
6; Cantabria;;;Vivienda protegida;2013;448
6; Cantabria;39; Cantabria;Vivienda nueva;2013;1.905
6; Cantabria;39; Cantabria;Vivienda usada;2013;1.962
6; Cantabria;39; Cantabria;Vivienda libre;2013;3.419
6; Cantabria;39; Cantabria;Vivienda protegida;2013;448
6; Cantabria;;;Vivienda nueva;2014;1.594
6; Cantabria;;;Vivienda usada;2014;2.400
6; Cantabria;;;Vivienda libre;2014;3.594
6; Cantabria;;;Vivienda protegida;2014;400
6; Cantabria;39; Cantabria;Vivienda nueva;2014;1.594
6; Cantabria;39; Cantabria;Vivienda usada;2014;2.400
6; Cantabria;39; Cantabria;Vivienda libre;2014;3.594
6; Cantabria;39; Cantabria;Vivienda protegida;2014;400
6; Cantabria;;;Vivienda nueva;2015;920
6; Cantabria;;;Vivienda usada;2015;3.384
6; Cantabria;;;Vivienda libre;2015;3.822
6; Cantabria;;;Vivienda protegida;2015;482
6; Cantabria;39; Cantabria;Vivienda nueva;2015;920
6; Cantabria;39; Cantabria;Vivienda usada;2015;3.384
6; Cantabria;39; Cantabria;Vivienda libre;2015;3.822
6; Cantabria;39; Cantabria;Vivienda protegida;2015;482
6; Cantabria;;;Vivienda nueva;2016;950
6; Cantabria;;;Vivienda usada;2016;3.791
6; Cantabria;;;Vivienda libre;2016;4.164
6; Cantabria;;;Vivienda protegida;2016;577
6; Cantabria;39; Cantabria;Vivienda nueva;2016;950
6; Cantabria;39; Cantabria;Vivienda usada;2016;3.791
6; Cantabria;39; Cantabria;Vivienda libre;2016;4.164
6; Cantabria;39; Cantabria;Vivienda protegida;2016;577
6; Cantabria;;;Vivienda nueva;2017;1.052
6; Cantabria;;;Vivienda usada;2017;4.488
6; Cantabria;;;Vivienda libre;2017;5.048
6; Cantabria;;;Vivienda protegida;2017;492
6; Cantabria;39; Cantabria;Vivienda nueva;2017;1.052
6; Cantabria;39; Cantabria;Vivienda usada;2017;4.488
6; Cantabria;39; Cantabria;Vivienda libre;2017;5.048
6; Cantabria;39; Cantabria;Vivienda protegida;2017;492
6; Cantabria;;;Vivienda nueva;2018;1.155
6; Cantabria;;;Vivienda usada;2018;5.320
6; Cantabria;;;Vivienda libre;2018;5.838
6; Cantabria;;;Vivienda protegida;2018;637
6; Cantabria;39; Cantabria;Vivienda nueva;2018;1.155
6; Cantabria;39; Cantabria;Vivienda usada;2018;5.320
6; Cantabria;39; Cantabria;Vivienda libre;2018;5.838
6; Cantabria;39; Cantabria;Vivienda protegida;2018;637
6; Cantabria;;;Vivienda nueva;2019;979
6; Cantabria;;;Vivienda usada;2019;5.358
6; Cantabria;;;Vivienda libre;2019;5.671
6; Cantabria;;;Vivienda protegida;2019;666
6; Cantabria;39; Cantabria;Vivienda nueva;2019;979
6; Cantabria;39; Cantabria;Vivienda usada;2019;5.358
6; Cantabria;39; Cantabria;Vivienda libre;2019;5.671
6; Cantabria;39; Cantabria;Vivienda protegida;2019;666
6; Cantabria;;;Vivienda nueva;2020;1.038
6; Cantabria;;;Vivienda usada;2020;4.555
6; Cantabria;;;Vivienda libre;2020;5.134
6; Cantabria;;;Vivienda protegida;2020;459
6; Cantabria;39; Cantabria;Vivienda nueva;2020;1.038
6; Cantabria;39; Cantabria;Vivienda usada;2020;4.555
6; Cantabria;39; Cantabria;Vivienda libre;2020;5.134
6; Cantabria;39; Cantabria;Vivienda protegida;2020;459
6; Cantabria;;;Vivienda nueva;2021;1.216
6; Cantabria;;;Vivienda usada;2021;6.479
6; Cantabria;;;Vivienda libre;2021;6.985
6; Cantabria;;;Vivienda protegida;2021;710
6; Cantabria;39; Cantabria;Vivienda nueva;2021;1.216
6; Cantabria;39; Cantabria;Vivienda usada;2021;6.479
6; Cantabria;39; Cantabria;Vivienda libre;2021;6.985
6; Cantabria;39; Cantabria;Vivienda protegida;2021;710
6; Cantabria;;;Vivienda nueva;2022;1.207
6; Cantabria;;;Vivienda usada;2022;7.561
6; Cantabria;;;Vivienda libre;2022;7.920
6; Cantabria;;;Vivienda protegida;2022;848
6; Cantabria;39; Cantabria;Vivienda nueva;2022;1.207
6; Cantabria;39; Cantabria;Vivienda usada;2022;7.561
6; Cantabria;39; Cantabria;Vivienda libre;2022;7.920
6; Cantabria;39; Cantabria;Vivienda protegida;2022;848
6; Cantabria;;;Vivienda nueva;2023;1.158
6; Cantabria;;;Vivienda usada;2023;6.709
6; Cantabria;;;Vivienda libre;2023;7.103
6; Cantabria;;;Vivienda protegida;2023;764
6; Cantabria;39; Cantabria;Vivienda nueva;2023;1.158
6; Cantabria;39; Cantabria;Vivienda usada;2023;6.709
6; Cantabria;39; Cantabria;Vivienda libre;2023;7.103
6; Cantabria;39; Cantabria;Vivienda protegida;2023;764
6; Cantabria;;;Vivienda nueva;2024;1.430
6; Cantabria;;;Vivienda usada;2024;7.711
6; Cantabria;;;Vivienda libre;2024;8.529
6; Cantabria;;;Vivienda protegida;2024;612
6; Cantabria;39; Cantabria;Vivienda nueva;2024;1.430
6; Cantabria;39; Cantabria;Vivienda usada;2024;7.711
6; Cantabria;39; Cantabria;Vivienda libre;2024;8.529
6; Cantabria;39; Cantabria;Vivienda protegida;2024;612
7; Castilla y León;;;Vivienda nueva;2007;14.305
7; Castilla y León;;;Vivienda usada;2007;26.159
7; Castilla y León;;;Vivienda libre;2007;36.789
7; Castilla y León;;;Vivienda protegida;2007;3.675
7; Castilla y León;5; Ávila;Vivienda nueva;2007;711
7; Castilla y León;5; Ávila;Vivienda usada;2007;2.348
7; Castilla y León;5; Ávila;Vivienda libre;2007;3.003
7; Castilla y León;5; Ávila;Vivienda protegida;2007;56
7; Castilla y León;9; Burgos;Vivienda nueva;2007;3.118
7; Castilla y León;9; Burgos;Vivienda usada;2007;3.191
7; Castilla y León;9; Burgos;Vivienda libre;2007;5.686
7; Castilla y León;9; Burgos;Vivienda protegida;2007;623
7; Castilla y León;24; León;Vivienda nueva;2007;3.367
7; Castilla y León;24; León;Vivienda usada;2007;4.561
7; Castilla y León;24; León;Vivienda libre;2007;7.516
7; Castilla y León;24; León;Vivienda protegida;2007;412
7; Castilla y León;34; Palencia;Vivienda nueva;2007;234
7; Castilla y León;34; Palencia;Vivienda usada;2007;1.230
7; Castilla y León;34; Palencia;Vivienda libre;2007;1.324
7; Castilla y León;34; Palencia;Vivienda protegida;2007;140
7; Castilla y León;37; Salamanca;Vivienda nueva;2007;1.814
7; Castilla y León;37; Salamanca;Vivienda usada;2007;3.731
7; Castilla y León;37; Salamanca;Vivienda libre;2007;5.174
7; Castilla y León;37; Salamanca;Vivienda protegida;2007;371
7; Castilla y León;40; Segovia;Vivienda nueva;2007;748
7; Castilla y León;40; Segovia;Vivienda usada;2007;2.388
7; Castilla y León;40; Segovia;Vivienda libre;2007;3.041
7; Castilla y León;40; Segovia;Vivienda protegida;2007;95
7; Castilla y León;42; Soria;Vivienda nueva;2007;628
7; Castilla y León;42; Soria;Vivienda usada;2007;1.021
7; Castilla y León;42; Soria;Vivienda libre;2007;1.538
7; Castilla y León;42; Soria;Vivienda protegida;2007;111
7; Castilla y León;47; Valladolid;Vivienda nueva;2007;2.683
7; Castilla y León;47; Valladolid;Vivienda usada;2007;5.873
7; Castilla y León;47; Valladolid;Vivienda libre;2007;7.126
7; Castilla y León;47; Valladolid;Vivienda protegida;2007;1.430
7; Castilla y León;49; Zamora;Vivienda nueva;2007;1.002
7; Castilla y León;49; Zamora;Vivienda usada;2007;1.816
7; Castilla y León;49; Zamora;Vivienda libre;2007;2.381
7; Castilla y León;49; Zamora;Vivienda protegida;2007;437
7; Castilla y León;;;Vivienda nueva;2008;14.011
7; Castilla y León;;;Vivienda usada;2008;16.458
7; Castilla y León;;;Vivienda libre;2008;27.825
7; Castilla y León;;;Vivienda protegida;2008;2.644
7; Castilla y León;5; Ávila;Vivienda nueva;2008;1.223
7; Castilla y León;5; Ávila;Vivienda usada;2008;1.854
7; Castilla y León;5; Ávila;Vivienda libre;2008;2.905
7; Castilla y León;5; Ávila;Vivienda protegida;2008;172
7; Castilla y León;9; Burgos;Vivienda nueva;2008;2.345
7; Castilla y León;9; Burgos;Vivienda usada;2008;1.864
7; Castilla y León;9; Burgos;Vivienda libre;2008;3.794
7; Castilla y León;9; Burgos;Vivienda protegida;2008;415
7; Castilla y León;24; León;Vivienda nueva;2008;2.884
7; Castilla y León;24; León;Vivienda usada;2008;2.695
7; Castilla y León;24; León;Vivienda libre;2008;5.281
7; Castilla y León;24; León;Vivienda protegida;2008;298
7; Castilla y León;34; Palencia;Vivienda nueva;2008;752
7; Castilla y León;34; Palencia;Vivienda usada;2008;1.119
7; Castilla y León;34; Palencia;Vivienda libre;2008;1.510
7; Castilla y León;34; Palencia;Vivienda protegida;2008;361
7; Castilla y León;37; Salamanca;Vivienda nueva;2008;1.885
7; Castilla y León;37; Salamanca;Vivienda usada;2008;2.317
7; Castilla y León;37; Salamanca;Vivienda libre;2008;3.731
7; Castilla y León;37; Salamanca;Vivienda protegida;2008;471
7; Castilla y León;40; Segovia;Vivienda nueva;2008;692
7; Castilla y León;40; Segovia;Vivienda usada;2008;1.577
7; Castilla y León;40; Segovia;Vivienda libre;2008;2.111
7; Castilla y León;40; Segovia;Vivienda protegida;2008;158
7; Castilla y León;42; Soria;Vivienda nueva;2008;691
7; Castilla y León;42; Soria;Vivienda usada;2008;692
7; Castilla y León;42; Soria;Vivienda libre;2008;1.296
7; Castilla y León;42; Soria;Vivienda protegida;2008;87
7; Castilla y León;47; Valladolid;Vivienda nueva;2008;2.164
7; Castilla y León;47; Valladolid;Vivienda usada;2008;3.369
7; Castilla y León;47; Valladolid;Vivienda libre;2008;5.042
7; Castilla y León;47; Valladolid;Vivienda protegida;2008;491
