cod_ccaa;comunidad autonoma;cod_prov;provincia;Tipo de edificación;Tipo de dato;anio;valor
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2020;1,1
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2019;4,1
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2018;3,7
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2017;2,4
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2016;1,8
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2015;0,6
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2014;-0,8
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2013;-2,7
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2012;-1,7
9;Cataluña;8;Barcelona;Vivienda colectiva;Variación anual;2011;0
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2023;111,505
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2022;108,862
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2021;107,202
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2020;105,338
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2019;104,91
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2018;104,093
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2017;101,979
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2016;100,678
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2015;100
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2014;98,889
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2013;98,686
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2012;100,837
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Índice;2011;101,164
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2023;2,4
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2022;1,5
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2021;1,8
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2020;0,4
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2019;0,8
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2018;2,1
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2017;1,3
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2016;0,7
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2015;1,1
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2014;0,2
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2013;-2,1
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2012;-0,3
7;Castilla y León;9;Burgos;Vivienda unifamiliar;Variación anual;2011;0
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2023;113,676
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2022;111,323
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2021;109,254
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2020;107,424
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2019;106,551
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2018;103,856
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2017;102,332
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2016;101,032
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2015;100
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2014;100,295
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2013;101,187
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2012;103,999
7;Castilla y León;9;Burgos;Vivienda colectiva;Índice;2011;105,668
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2023;2,1
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2022;1,9
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2021;1,7
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2020;0,8
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2019;2,6
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2018;1,5
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2017;1,3
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2016;1
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2015;-0,3
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2014;-0,9
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2013;-2,7
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2012;-1,6
7;Castilla y León;9;Burgos;Vivienda colectiva;Variación anual;2011;0
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2023;111,449
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2022;110,251
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2021;108,131
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2020;106,844
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2019;106,082
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2018;103,731
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2017;102,559
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2016;101,621
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2015;100
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2014;99,143
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2013;99,512
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2012;101,507
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Índice;2011;101,849
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2023;1,1
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2022;2
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2021;1,2
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2020;0,7
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2019;2,3
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2018;1,1
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2017;0,9
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2016;1,6
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2015;0,9
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2014;-0,4
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2013;-2
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2012;-0,3
11;Extremadura;10;Cáceres;Vivienda unifamiliar;Variación anual;2011;0
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2023;113,98
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2022;111,476
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2021;109,192
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2020;107,091
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2019;106,236
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2018;103,772
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2017;102,336
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2016;101,005
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2015;100
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2014;100,937
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2013;102,018
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2012;104,472
11;Extremadura;10;Cáceres;Vivienda colectiva;Índice;2011;105,656
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2023;2,2
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2022;2,1
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2021;2
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2020;0,8
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2019;2,4
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2018;1,4
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2017;1,3
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2016;1
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2015;-0,9
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2014;-1,1
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2013;-2,3
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2012;-1,1
11;Extremadura;10;Cáceres;Vivienda colectiva;Variación anual;2011;0
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2023;111,957
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2022;110,605
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2021;108,646
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2020;106,964
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2019;106,254
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2018;104,877
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2017;103,538
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2016;102,723
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2015;100
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2014;99,279
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2013;98,591
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2012;100,309
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Índice;2011;101,288
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2023;1,2
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2022;1,8
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2021;1,6
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2020;0,7
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2019;1,3
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2018;1,3
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2017;0,8
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2016;2,7
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2015;0,7
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2014;0,7
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2013;-1,7
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2012;-1
1;Andalucía;11;Cádiz;Vivienda unifamiliar;Variación anual;2011;0
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2023;115,436
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2022;113,032
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2021;110,461
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2020;108,559
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2019;107,424
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2018;104,604
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2017;103,063
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2016;101,987
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2015;100
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2014;100,321
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2013;101,091
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2012;102,88
1;Andalucía;11;Cádiz;Vivienda colectiva;Índice;2011;103,182
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2023;2,1
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2022;2,3
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2021;1,8
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2020;1,1
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2019;2,7
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2018;1,5
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2017;1,1
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2016;2
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2015;-0,3
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2014;-0,8
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2013;-1,7
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2012;-0,3
1;Andalucía;11;Cádiz;Vivienda colectiva;Variación anual;2011;0
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2023;113,193
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2022;110,5
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2021;107,748
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2020;105,635
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2019;104,903
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2018;103,34
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2017;102,186
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2016;99,924
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2015;100
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2014;100,377
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2013;100,398
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2012;102,55
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Índice;2011;104,595
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2023;2,4
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2022;2,6
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2021;2
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2020;0,7
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2019;1,5
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2018;1,1
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2017;2,3
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2016;-0,1
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2015;-0,4
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2014;0
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2013;-2,1
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2012;-2
10;Comunidad Valenciana;12;Castellón;Vivienda unifamiliar;Variación anual;2011;0
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2023;120,098
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2022;116,424
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2021;112,987
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2020;110,19
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2019;108,444
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2018;104,842
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2017;102,448
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2016;101,259
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2015;100
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2014;100,626
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2013;102,814
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2012;106,974
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Índice;2011;110,227
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2023;3,2
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2022;3
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2021;2,5
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2020;1,6
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2019;3,4
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2018;2,3
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2017;1,2
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2016;1,3
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2015;-0,6
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2014;-2,1
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2013;-3,9
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2012;-3
10;Comunidad Valenciana;12;Castellón;Vivienda colectiva;Variación anual;2011;0
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2023;107,482
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2022;106,7
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2021;105,701
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2020;104,764
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2019;103,228
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2018;102,936
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2017;102,038
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2016;100,916
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2015;100
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2014;100,595
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2013;100,949
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2012;103,729
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Índice;2011;104,967
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2023;0,7
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2022;0,9
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2021;0,9
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2020;1,5
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2019;0,3
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2018;0,9
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2017;1,1
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2016;0,9
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2015;-0,6
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2014;-0,4
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2013;-2,7
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2012;-1,2
8;Castilla-La Mancha;13;Ciudad Real;Vivienda unifamiliar;Variación anual;2011;0
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2023;114,404
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2022;112,239
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2021;109,759
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2020;107,531
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2019;106,424
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2018;103,476
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2017;102,065
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2016;101,633
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2015;100
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2014;102,119
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2013;104,113
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2012;108,145
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Índice;2011;109,651
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2023;1,9
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2022;2,3
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2021;2,1
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2020;1
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2019;2,8
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2018;1,4
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2017;0,4
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2016;1,6
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2015;-2,1
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2014;-1,9
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2013;-3,7
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2012;-1,4
8;Castilla-La Mancha;13;Ciudad Real;Vivienda colectiva;Variación anual;2011;0
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2023;107,469
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2022;107,343
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2021;105,815
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2020;103,953
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2019;103,878
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2018;102,821
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2017;101,974
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2016;101,292
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2015;100
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2014;99,395
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2013;97,182
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2012;100,535
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Índice;2011;100,568
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2023;0,1
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2022;1,4
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2021;1,8
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2020;0,1
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2019;1
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2018;0,8
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2017;0,7
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2016;1,3
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2015;0,6
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2014;2,3
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2013;-3,3
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2012;0
1;Andalucía;14;Córdoba;Vivienda unifamiliar;Variación anual;2011;0
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2023;112,181
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2022;110,431
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2021;108,46
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2020;106,998
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2019;106,788
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2018;103,796
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2017;102,524
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2016;101,247
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2015;100
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2014;100,805
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2013;101,438
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2012;104,144
1;Andalucía;14;Córdoba;Vivienda colectiva;Índice;2011;104,848
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2023;1,6
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2022;1,8
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2021;1,4
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2020;0,2
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2019;2,9
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2018;1,2
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2017;1,3
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2016;1,2
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2015;-0,8
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2014;-0,6
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2013;-2,6
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2012;-0,7
1;Andalucía;14;Córdoba;Vivienda colectiva;Variación anual;2011;0
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2023;110,476
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2022;108,867
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2021;106,175
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2020;104,707
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2019;103,567
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2018;102,62
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2017;102,326
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2016;101,296
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2015;100
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2014;99,35
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2013;99,501
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2012;100,207
12;Galicia;15;A Coruña;Vivienda unifamiliar;Índice;2011;100,54
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2023;1,5
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2022;2,5
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2021;1,4
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2020;1,1
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2019;0,9
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2018;0,3
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2017;1
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2016;1,3
12;Galicia;15;A Coruña;Vivienda unifamiliar;Variación anual;2015;0,7
